Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
plants,pistil,en,NB,pˈɪstɪl,pˈɪstiːl,1.000,0.401,0.280,2.142,Positive
plants,thorn,en,NB,θˈɔːɹn,tˈɔrn,1.000,0.401,0.280,2.142,Positive
body,capillary,PT-PT,hu,kˌɐpilˈaɹ,kˈɑpillaːriʃ,0.700,0.195,0.236,2.142,Positive
furniture,drapery,es,el,koɾtˈinas,kurtˈina,0.750,0.273,0.223,2.141,Positive
furniture,curtains,es,el,koɾtˈinas,kurtˈines,0.750,0.273,0.223,2.141,Positive
furniture,drapes,es,el,koɾtˈinas,kurtˈines,0.750,0.273,0.223,2.141,Positive
music,tonic,da,el,tˈʔʌnʔik,(en)tˈɒnɪk(el),1.000,0.420,0.271,2.141,Positive
music,opera,da,el,ˈopəʁɑ,ˈoperˌa,1.000,0.420,0.271,2.141,Positive
music,ritard,da,el,ʁˈʔitɑd,(en)ɹˈɪtɑːd(el),1.000,0.420,0.271,2.141,Positive
music,staccato,da,el,stakˈatʔo,stakˈato,1.000,0.420,0.271,2.141,Positive
music,theme,da,el,tˈema,θˈema,1.000,0.420,0.271,2.141,Positive
restaurant,entre,da,el,aŋtʁˈɛ,(en)ɛntɹˈɛ(el),0.800,0.270,0.247,2.141,Positive
restaurant,gourmet,da,el,ɡʔuɐ̯mˈʔe,ɡurmˈe,0.800,0.270,0.247,2.141,Positive
restaurant,cafe,da,el,kafˈʔe,(en)kˈafeɪ(el),0.800,0.270,0.247,2.141,Positive
transportations,biplane,da,fr,bˈʔiplan,biplˈɑ̃,0.833,0.278,0.259,2.141,Positive
animals,canada goose,da,fr,kˈanaðˌa ɡˈuːsə,kanadˈa (en)ɡˈuːs(fr),0.909,0.326,0.272,2.141,Positive
body,nerves,cs,ro,nˈervi,nˈervʲʲ,0.800,0.245,0.259,2.141,Positive
weather,flurry,ro,el,furtˈunə,furtˈuna,0.857,0.290,0.265,2.141,Positive
weather,almanac,ro,el,ˌalmanˈah,ˌalmanˈak,0.857,0.290,0.265,2.141,Positive
cooking,season,fr,el,sɛzˈɔ̃,sezˈon,0.800,0.263,0.251,2.141,Positive
driving,cream,fr,el,kʁˈɛm,krˈema,0.800,0.263,0.251,2.141,Positive
cooking,cream,fr,el,kʁˈɛm,krˈema,0.800,0.263,0.251,2.141,Positive
driving,season,fr,el,sɛzˈɔ̃,sezˈon,0.800,0.263,0.251,2.141,Positive
cooking,flambe,fr,el,flˈɑ̃b,(en)flˈamb(el),0.800,0.263,0.251,2.141,Positive
driving,flambe,fr,el,flˈɑ̃b,(en)flˈamb(el),0.800,0.263,0.251,2.141,Positive
sports,triathlon,fr,el,tʁiatlˈɔ̃,trˈiaθlˌo,1.000,0.338,0.309,2.141,Positive
sports,relay,fr,el,ʁəlˈɛ,relˈe,1.000,0.338,0.309,2.141,Positive
sports,net,fr,el,nˈɛt,(en)nˈɛt(el),1.000,0.338,0.309,2.141,Positive
sports,aerobics,fr,el,aeʁobˈik,ˌaerˈobik,1.000,0.338,0.309,2.141,Positive
sports,golf,fr,el,ɡˈɔlf,ɡˈolf,1.000,0.338,0.309,2.141,Positive
sports,softball,fr,el,(en)sˈɒftbɔːl(fr),(en)sˈɒftbɔːl(el),1.000,0.338,0.309,2.141,Positive
sports,inning,fr,el,(en)ˈɪnɪŋ(fr),(en)ˈɪnɪŋ(el),1.000,0.338,0.309,2.141,Positive
sports,quarterback,fr,el,(en)kwˈɔːtəbˌak(fr),(en)kwˈɔːtəbˌak(el),1.000,0.338,0.309,2.141,Positive
sports,heptathlon,fr,el,ɛptatlˈɔ̃,ˈeptaθlˌo,1.000,0.338,0.309,2.141,Positive
sports,golfing,fr,el,ɡˈɔlf,ɡˈolf,1.000,0.338,0.309,2.141,Positive
sports,kayak,fr,el,kajˈak,kajˈak,1.000,0.338,0.309,2.141,Positive
sports,snowboarder,fr,el,(en)snˈəʊbɔːdə(fr),(en)snˈəʊbɔːdə(el),1.000,0.338,0.309,2.141,Positive
sports,decathlon,fr,el,dekatlˈɔ̃,ðˈekaθlˌo,1.000,0.338,0.309,2.141,Positive
sports,polo,fr,el,polˈo,pˈolo,1.000,0.338,0.309,2.141,Positive
sports,kayaking,fr,el,kajˈak,kajˈak,1.000,0.338,0.309,2.141,Positive
sports,slalom,fr,el,slalˈɔm,slˈalom,1.000,0.338,0.309,2.141,Positive
sports,score,fr,el,skˈɔʁ,skˈor,1.000,0.338,0.309,2.141,Positive
sports,kickball,fr,el,(en)kˈɪkbɔːl(fr),(en)kˈɪkbɔːl(el),1.000,0.338,0.309,2.141,Positive
sports,paintball,fr,el,(en)pˈeɪntbɔːl(fr),(en)pˈeɪntbɔːl(el),1.000,0.338,0.309,2.141,Positive
sports,tennis,fr,el,tenˈis,tˈenis,1.000,0.338,0.309,2.141,Positive
sports,frisbee,fr,el,(en)fɹˈɪsbiː(fr),frˈisbi,1.000,0.338,0.309,2.141,Positive
sports,mat,fr,el,mˈat,(en)mˈat(el),1.000,0.338,0.309,2.141,Positive
sports,pickleball,fr,el,(en)pˈɪklɪbˌɔːl(fr),(en)pˈɪklɪbˌɔːl(el),1.000,0.338,0.309,2.141,Positive
sports,tee,fr,el,(en)tˈiː(fr),(en)tˈiː(el),1.000,0.338,0.309,2.141,Positive
sports,rafting,fr,el,(en)ɹˈaftɪŋ(fr),(en)ɹˈaftɪŋ(el),1.000,0.338,0.309,2.141,Positive
sports,karate,fr,el,kaʁatˈe,karˈate,1.000,0.338,0.309,2.141,Positive
house,basement,pl,hu,pivɲˈitsa,pˈintsɛ,0.625,0.192,0.202,2.141,Positive
house,cellar,pl,hu,pivɲˈitsa,pˈintsɛ,0.625,0.192,0.202,2.141,Positive
house,portico,pl,hu,pˈɔrtɨk,pˈortitso,0.625,0.192,0.202,2.141,Positive
business,plan,en,PT-PT,plˈæn,plˈɐ̃nʊ,0.800,0.318,0.225,2.141,Positive
business,coupon,en,PT-PT,kˈuːpɑːn,kupˈɐ̃ʊ̃,0.800,0.318,0.225,2.141,Positive
business,risk,en,PT-PT,ɹˈɪsk,ʁˈiʃkʊ,0.800,0.318,0.225,2.141,Positive
business,incentive,en,PT-PT,ɪnsˈɛntɪv,ˌiŋseɪŋtˈivʊ,0.800,0.318,0.225,2.141,Positive
business,dividend,en,PT-PT,dˈɪvɪdˌɛnd,dˌividˈeɪŋdʊ,0.800,0.318,0.225,2.141,Positive
personal qualities,patient,da,pl,paʃˈεnt,pˈatsjɛnt,0.625,0.214,0.192,2.141,Positive
personal qualities,paternalistic,da,pl,pˌatʔʌnalˈʔestʔisɡ,pˌatɛrnˌalistˈɨtʃnɨ,0.625,0.214,0.192,2.141,Positive
personal qualities,civil,da,pl,sʔiʋˈil,tsɨvˈilnɨ,0.625,0.214,0.192,2.141,Positive
colors,saffron,cs,el,ʃˈafraːn,safrˈan,1.000,0.382,0.289,2.140,Positive
colors,lilac,cs,el,lˈila,lilˈa,1.000,0.382,0.289,2.140,Positive
colors,tan,cs,el,tˈan,(en)tˈan(el),1.000,0.382,0.289,2.140,Positive
colors,pastel,cs,el,pˈastel,pastˈel,1.000,0.382,0.289,2.140,Positive
colors,terracotta,cs,el,tˈerakˌota,tˌerakˈota,1.000,0.382,0.289,2.140,Positive
medical terms,drug,es,NB,mˌeðikamˈɛnto,mˈeːdiːkˌamɛnt,0.909,0.333,0.269,2.140,Positive
medical terms,temperature,es,NB,tˌempeɾatˈuɾa,tˈɛmpeːrˌatʉːr,0.909,0.333,0.269,2.140,Positive
animals,kookaburra,PT-PT,da,kˌuukɐbˈuʁɐ,kˈuːkabˌʔuʁɑ,0.889,0.326,0.263,2.140,Positive
personal qualities,hypercritical,es,hu,ˌipeɾkɾˈitiko,hˈipɛrkritikuʃ,0.769,0.243,0.246,2.140,Positive
desserts,toffee,cs,NB,kˈaramel,kˈaramˌɛl,1.000,0.377,0.291,2.140,Positive
desserts,parfait,cs,NB,pˈarfait,pˈɑrfɑɪt,1.000,0.377,0.291,2.140,Positive
desserts,flan,cs,NB,flˈan,flˈan,1.000,0.377,0.291,2.140,Positive
desserts,baklava,cs,NB,bˈaklava,bˈɑklavˌɑ,1.000,0.377,0.291,2.140,Positive
desserts,sorbet,cs,NB,sˈorbet,sˈɔrbət,1.000,0.377,0.291,2.140,Positive
medical terms,laparoscope,hu,NB,lˈɑpɑroskoːp,lˈaparˌɔskuːp,0.900,0.271,0.294,2.140,Positive
emotions,passive,es,da,pasˈiβo,pˈasʔiw,0.667,0.214,0.212,2.140,Positive
emotions,depressed,es,da,dˌepɾimˈiðo,dˌʔepʁʔimˈʔeʌð,0.667,0.214,0.212,2.140,Positive
emotions,sentimentality,es,da,sˌentimˌentalˈismo,sˌεntimˌεntˌalitˈʔet,0.667,0.214,0.212,2.140,Positive
emotions,alarm,es,da,alˈaɾma,alˈɑɐ̯m,0.667,0.214,0.212,2.140,Positive
emotions,sardonic,es,da,saɾðˈoniko,sɑdˈʔonʔisɡ,0.667,0.214,0.212,2.140,Positive
emotions,fascinated,es,da,fˌasθinˈaðo,fˌasinˈʔeʌð,0.667,0.214,0.212,2.140,Positive
emotions,ecstatic,es,da,ekstˈatiko,εkstˈatʔisɡ,0.667,0.214,0.212,2.140,Positive
personal qualities,artistic,en,es,ɑːɹtˈɪstɪk,aɾtˈistiko,0.889,0.349,0.252,2.140,Positive
weather,almanac,es,NB,ˌalmanˈake,ˈɑlmanˌɑkː,0.875,0.296,0.271,2.140,Positive
weather,gustnado,es,NB,ɡustnˈaðo,ɡˈʉstnadˌuː,0.875,0.296,0.271,2.140,Positive
body,humerus,da,NB,ˈɒwʔʌˌ?ɑɐ̯msknɒwlən,hˈʉːmeːrˌʉːs,0.067,0.555,0.228,-2.139,Negative
colors,denim,de,el,dˈeːniːm,(en)dˈɛnɪm(el),1.000,0.360,0.299,2.139,Positive
colors,ecru,de,el,ˈɛkɾuː,ekrˈu,1.000,0.360,0.299,2.139,Positive
colors,jet,de,el,(en)dʒˈɛt(de),(en)dʒˈɛt(el),1.000,0.360,0.299,2.139,Positive
colors,terracotta,de,el,tˌɛrakˈɔtɑː,tˌerakˈota,1.000,0.360,0.299,2.139,Positive
school,thesaurus,pl,hu,tɛzˈawrus,tˈɛzɑurus,0.875,0.265,0.285,2.139,Positive
emotions,sardonic,de,hu,zaɾdˈoːnɪʃ,sˈɑrdonikuʃ,0.700,0.220,0.224,2.139,Positive
weather,gustnado,it,NB,ɡʊstnˈado,ɡˈʉstnadˌuː,0.875,0.303,0.267,2.139,Positive
weather,almanac,it,NB,almanˈakːo,ˈɑlmanˌɑkː,0.875,0.303,0.267,2.139,Positive
personal qualities,angelic,es,el,ˌaŋxelikˈal,ˌaŋɡelicˈi,0.667,0.237,0.201,2.139,Positive
personal qualities,selfish,es,el,ˌeɣoˈista,ˌeɣoˌistikˈo,0.667,0.237,0.201,2.139,Positive
personal qualities,egotistical,es,el,ˌeɣoˈista,ˌeɣoˌistikˈo,0.667,0.237,0.201,2.139,Positive
personal qualities,groggy,es,el,ɡɾˈoɡxi,(en)ɡɹˈɒɡi(el),0.667,0.237,0.201,2.139,Positive
personal qualities,petulant,es,el,pˌetulˈante,(en)pˈɛtjʊlənt(el),0.667,0.237,0.201,2.139,Positive
personal qualities,methodical,es,el,metˈoðiko,mˌeθoðikˈotitˌa,0.667,0.237,0.201,2.139,Positive
weather,meteorologist,fr,pl,meteoʁolˈoɡ,mˌɛtɛɔrˈɔlɔk,0.900,0.322,0.270,2.139,Positive
weather,troposphere,fr,pl,tʁopɔsfˈɛʁ,trˌɔpɔsfˈɛra,0.900,0.322,0.270,2.139,Positive
food,wok,de,pl,vˈoːk,vˈɔk,1.000,0.343,0.307,2.139,Positive
food,pizza,de,pl,pˈɪtsɑː,pˈitsa,1.000,0.343,0.307,2.139,Positive
food,waffle,de,pl,vˈafəl,vˈafɛl,1.000,0.343,0.307,2.139,Positive
food,kebab,de,pl,kˈeːbɑːp,kˈɛbap,1.000,0.343,0.307,2.139,Positive
food,picnic,de,pl,pˈɪknɪk,pˈikɲik,1.000,0.343,0.307,2.139,Positive
food,jalapeo,de,pl,jˈɑlapˌeːoː,jˌalapˈɛɔ,1.000,0.343,0.307,2.139,Positive
food,anise,de,pl,anˈiːs,ˈanɨʃ,1.000,0.343,0.307,2.139,Positive
food,daikon,de,pl,dˈaɪkoːn,daˈikɔn,1.000,0.343,0.307,2.139,Positive
food,kiwi,de,pl,kˈiːviː,kˈivi,1.000,0.343,0.307,2.139,Positive
food,pomelo,de,pl,pˈoːməlˌoː,pɔmˈɛlɔ,1.000,0.343,0.307,2.139,Positive
food,fillet,de,pl,fˈiːlət,fˈilɛt,1.000,0.343,0.307,2.139,Positive
food,pop,de,pl,pˈoːp,pˈɔp,1.000,0.343,0.307,2.139,Positive
food,oregano,de,pl,ˌoːreːɡˈɑːnoː,ˌɔrɛɡˈanɔ,1.000,0.343,0.307,2.139,Positive
food,okra,de,pl,ˈɔkɾɑː,ˈɔkra,1.000,0.343,0.307,2.139,Positive
food,mochi,de,pl,mˈɔxiː,mˈɔçi,1.000,0.343,0.307,2.139,Positive
food,pineapple,de,pl,anˈɑnɑːs,anˈanas,1.000,0.343,0.307,2.139,Positive
food,nectar,de,pl,nɛktˈɑːɾ,nˈɛktar,1.000,0.343,0.307,2.139,Positive
food,tamale,de,pl,tˈɑmɑːlə,tamˈalɛ,1.000,0.343,0.307,2.139,Positive
food,brunch,de,pl,bɾˈʊnç,brˈunx,1.000,0.343,0.307,2.139,Positive
food,burrito,de,pl,bʊrˈiːtoː,burˈitɔ,1.000,0.343,0.307,2.139,Positive
food,oleo,de,pl,ˈoːleːˌoː,ɔlˈɛɔ,1.000,0.343,0.307,2.139,Positive
food,tarragon,de,pl,ˈɛstɾaɡˌoːn,ɛstrˈaɡɔn,1.000,0.343,0.307,2.139,Positive
food,taro,de,pl,tˈɑːroː,tˈarɔ,1.000,0.343,0.307,2.139,Positive
food,strudel,de,pl,ʃtɾˈuːdəl,strˈudɛl,1.000,0.343,0.307,2.139,Positive
food,toast,de,pl,tˈoːast,tˈɔast,1.000,0.343,0.307,2.139,Positive
food,bell pepper,de,pl,pˈapɾiːkˌɑː,paprˈɨka,1.000,0.343,0.307,2.139,Positive
food,avocado,de,pl,ˌɑvoːkˈɑːdoː,ˌavɔkˈadɔ,1.000,0.343,0.307,2.139,Positive
food,appetite,de,pl,ˌapeːtˈɪt,apˈɛtɨt,1.000,0.343,0.307,2.139,Positive
food,pilaf,de,pl,pˈiːlɑːf,pˈilaf,1.000,0.343,0.307,2.139,Positive
food,tofu,de,pl,tˈoːfuː,tˈɔfu,1.000,0.343,0.307,2.139,Positive
transportations,hybrid,da,hu,hʔybɐ̯ˈʔið,hˈibrid,0.833,0.276,0.261,2.139,Positive
transportations,bathyscaphe,da,hu,bˈathʔyskˌɑphə,bˈɑthiʃtsɑphɛ,0.833,0.276,0.261,2.139,Positive
transportations,umiak,da,hu,ˈʔumʔiˌ?ɑk,ˈumiɑk,0.833,0.276,0.261,2.139,Positive
emotions,generous,PT-PT,da,ʒˌenɨɾˈozʊ,ʃˌʔenʔeʁˈʔœs,0.625,0.192,0.202,2.139,Positive
emotions,sadness,PT-PT,da,tɹˌiʃtˈezɐ,tʁˈʔisthʔeð,0.625,0.192,0.202,2.139,Positive
emotions,aggressive,PT-PT,da,ˌɐɡɹɨsˈivʊ,ˈaɡʁεsˌʔiw,0.625,0.192,0.202,2.139,Positive
shapes,symmetry,en,da,sˈɪmətɹi,sˌʔymʔetʁˈi,1.000,0.467,0.249,2.139,Positive
food,ketchup,en,fr,kˈɛtʃʌp,(en)kˈɛtʃʌp(fr),1.000,0.362,0.298,2.138,Positive
food,cupcake,en,fr,kˈʌpkeɪk,(en)kˈʌpkeɪk(fr),1.000,0.362,0.298,2.138,Positive
food,chef,en,fr,ʃˈɛf,ʃˈɛf,1.000,0.362,0.298,2.138,Positive
food,torte,en,fr,tˈɔːɹt,tˈɔʁt,1.000,0.362,0.298,2.138,Positive
food,brunch,en,fr,bɹˈʌntʃ,(en)bɹˈʌntʃ(fr),1.000,0.362,0.298,2.138,Positive
food,aspic,en,fr,ˈæspɪk,aspˈik,1.000,0.362,0.298,2.138,Positive
food,sushi,en,fr,sˈuːʃi,suʃˈi,1.000,0.362,0.298,2.138,Positive
food,crab,en,fr,kɹˈæb,kʁˈab,1.000,0.362,0.298,2.138,Positive
food,chow,en,fr,tʃˈaʊ,(en)tʃˈaʊ(fr),1.000,0.362,0.298,2.138,Positive
food,tart,en,fr,tˈɑːɹt,tˈaʁt,1.000,0.362,0.298,2.138,Positive
food,teriyaki,en,fr,tˌɛɹɪjˈæki,təʁijakˈi,1.000,0.362,0.298,2.138,Positive
food,pilaf,en,fr,pˈɪlæf,pilˈaf,1.000,0.362,0.298,2.138,Positive
food,wok,en,fr,wˈɑːk,(en)wˈɒk(fr),1.000,0.362,0.298,2.138,Positive
food,anise,en,fr,ˈænɪs,anˈis,1.000,0.362,0.298,2.138,Positive
food,soup,en,fr,sˈuːp,sˈup,1.000,0.362,0.298,2.138,Positive
food,steak,en,fr,stˈeɪk,(en)stˈeɪk(fr),1.000,0.362,0.298,2.138,Positive
food,picnic,en,fr,pˈɪknɪk,pˈiknˈik,1.000,0.362,0.298,2.138,Positive
food,wasabi,en,fr,wɐsˈɑːbi,(en)wɐsˈɑːbi(fr),1.000,0.362,0.298,2.138,Positive
food,fig,en,fr,fˈɪɡ,fˈiɡ,1.000,0.362,0.298,2.138,Positive
food,pork,en,fr,pˈɔːɹk,pˈɔʁk,1.000,0.362,0.298,2.138,Positive
food,pudding,en,fr,pˈʊdɪŋ,(en)pˈʊdɪŋ(fr),1.000,0.362,0.298,2.138,Positive
food,shish kebab,en,fr,ʃˈɪʃ kəbˈɑːb,(en)ʃˈɪʃ(fr) kəbˈab,1.000,0.362,0.298,2.138,Positive
food,kebab,en,fr,kəbˈɑːb,kəbˈab,1.000,0.362,0.298,2.138,Positive
food,salami,en,fr,sɐlˈɑːmi,salamˈi,1.000,0.362,0.298,2.138,Positive
food,lychee,en,fr,lˈiːtʃiː,litʃˈi,1.000,0.362,0.298,2.138,Positive
food,relish,en,fr,ɹˈɛlɪʃ,(en)ɹˈɛlɪʃ(fr),1.000,0.362,0.298,2.138,Positive
food,quiche,en,fr,kˈiːʃ,kˈiʃ,1.000,0.362,0.298,2.138,Positive
food,milkshake,en,fr,mˈɪlkʃeɪk,(en)mˈɪlkʃeɪk(fr),1.000,0.362,0.298,2.138,Positive
food,succotash,en,fr,sˈʌkətˌæʃ,(en)sˈʌkətˌaʃ(fr),1.000,0.362,0.298,2.138,Positive
food,brownie,en,fr,bɹˈaʊni,(en)bɹˈaʊni(fr),1.000,0.362,0.298,2.138,Positive
food,beancurd,en,fr,bˈiːŋkɜːd,(en)bˈiːŋkɜːd(fr),1.000,0.362,0.298,2.138,Positive
food,munch,en,fr,mˈʌntʃ,(en)mˈʌntʃ(fr),1.000,0.362,0.298,2.138,Positive
food,sauce,en,fr,sˈɔːs,sˈos,1.000,0.362,0.298,2.138,Positive
sports,pentathlon,en,it,pˈɛntæθlən,pentˈatlon,0.889,0.334,0.260,2.138,Positive
sports,badminton,en,it,bˈædmɪntən,badmˈinton,0.889,0.334,0.260,2.138,Positive
animals,bobcat,da,NB,bˈʔʌbkat,rˈœdɡaʊpa,0.125,0.629,0.236,-2.138,Negative
animals,woodchuck,da,NB,skˈɔwmɒɒ,vˈuːɔdʃˌʉkk,0.125,0.629,0.236,-2.138,Negative
animals,sloth,da,NB,dˈɒwəndʔyɐ̯,lˈɑtskap,0.125,0.629,0.236,-2.138,Negative
animals,river otter,da,NB,flˈʔoðʔʌðˌʔʌ,ˈɛlveːˌuːtər,0.125,0.629,0.236,-2.138,Negative
animals,grub,da,NB,mˈaðp?ɑkə,ɡrˈʉbːa,0.125,0.629,0.236,-2.138,Negative
animals,caribou,da,NB,ʁˈ?ansdʔyɐ̯,kˈariːbˌuːʉː,0.125,0.629,0.236,-2.138,Negative
animals,grouper,da,NB,hˈɑʔutˌaskə,ɡrˈuːʉːpər,0.125,0.629,0.236,-2.138,Negative
occupations,lobbyist,en,NB,lˈɑːbɪˌɪst,lˈɔbːyːˌɪst,0.857,0.326,0.249,2.138,Positive
occupations,captain,en,NB,kˈæptɪn,kˈɑptaɪn,0.857,0.326,0.249,2.138,Positive
occupations,cellist,en,NB,sˈɛlɪst,sˈɛllɪst,0.857,0.326,0.249,2.138,Positive
occupations,pianist,en,NB,pˈiənɪst,pˈiːanˌɪst,0.857,0.326,0.249,2.138,Positive
house,baluster,nl,PT-PT,bˈaːlɵstər,bˌɐlɐˈuʃtɹɨ,0.556,0.198,0.167,2.138,Positive
personal qualities,direct,en,nl,dᵻɹˈɛkt,dˈirɛkt,0.833,0.305,0.247,2.138,Positive
personal qualities,normal,en,nl,nˈɔːɹməl,nɔrmˈaːl,0.833,0.305,0.247,2.138,Positive
sports,kickball,nl,it,kˈɪkbɑl,kˈikːbal,1.000,0.350,0.304,2.138,Positive
sports,sport,nl,it,spˈɔrt,spˈɔrt,1.000,0.350,0.304,2.138,Positive
sports,paddleball,nl,it,pˈɑdləbˌɑl,padːlˈebal,1.000,0.350,0.304,2.138,Positive
sports,softball,nl,it,sˈɔftbɑl,sˈoftbal,1.000,0.350,0.304,2.138,Positive
sports,triathlon,nl,it,trˌiɑtlˈɔn,trˈiatlon,1.000,0.350,0.304,2.138,Positive
sports,tetherball,nl,it,tˈɛtərbˌɑl,tetˈɛrbal,1.000,0.350,0.304,2.138,Positive
sports,pickleball,nl,it,pˈɪkləbˌɑl,pikːlˈebal,1.000,0.350,0.304,2.138,Positive
sports,kayak,nl,it,kˈaːjɑk,kajˈak,1.000,0.350,0.304,2.138,Positive
sports,arena,nl,it,aːrˈeːnaː,arˈena,1.000,0.350,0.304,2.138,Positive
sports,hardball,nl,it,hˈɑrdbɑl,hˈardbal,1.000,0.350,0.304,2.138,Positive
sports,badminton,nl,it,bˌɑdmɪntˈɔn,badmˈinton,1.000,0.350,0.304,2.138,Positive
sports,golf,nl,it,ɣˈɔlf,ɡˈɔlf,1.000,0.350,0.304,2.138,Positive
sports,tag,nl,it,tˈɑx,tˈaɡ,1.000,0.350,0.304,2.138,Positive
sports,decathlon,nl,it,dˌeːkɑtlˈɔn,dekˈatlon,1.000,0.350,0.304,2.138,Positive
sports,karate,nl,it,kaːrˈaːtə,kaɾatˈe,1.000,0.350,0.304,2.138,Positive
sports,polo,nl,it,pˈoːloː,pˈɔlo,1.000,0.350,0.304,2.138,Positive
sports,fitness,nl,it,fɪtnˈɛss,fˈitness,1.000,0.350,0.304,2.138,Positive
plants,flower,PT-PT,fr,flˈoɹ,flˈœʁ,1.000,0.471,0.248,2.138,Positive
plants,lamina,PT-PT,fr,lˈɐ̃minɐ,laminˈa,1.000,0.471,0.248,2.138,Positive
plants,node,PT-PT,fr,nˈɔ,nˈø,1.000,0.471,0.248,2.138,Positive
business,capital,PT-PT,ro,kˌɐpitˈɑl,kˌapitˈal,1.000,0.431,0.266,2.138,Positive
business,bonus,PT-PT,ro,bˈɔnuʃ,bˈonus,1.000,0.431,0.266,2.138,Positive
business,fax,PT-PT,ro,fˈaks,fˈaks,1.000,0.431,0.266,2.138,Positive
business,tax,PT-PT,ro,fiʃkˈɑl,fiskˈal,1.000,0.431,0.266,2.138,Positive
business,stock,PT-PT,ro,stˈok,stˈok,1.000,0.431,0.266,2.138,Positive
transportations,dray,PT-PT,ro,dɹˈaɪ,drˈai,1.000,0.444,0.260,2.138,Positive
transportations,maglev,PT-PT,ro,mɐɡlˈev,maɡlˈev,1.000,0.444,0.260,2.138,Positive
transportations,vespa,PT-PT,ro,vˈeʃpɐ,vˈespa,1.000,0.444,0.260,2.138,Positive
transportations,taxi,PT-PT,ro,tˈaksi,tˈaksi,1.000,0.444,0.260,2.138,Positive
transportations,taxicab,PT-PT,ro,tˈaksi,tˈaksi,1.000,0.444,0.260,2.138,Positive
transportations,surrey,PT-PT,ro,suʁˈeɪ,surˈei,1.000,0.444,0.260,2.138,Positive
occupations,ballerina,it,hu,ballerˈina,bˈɑlɛrinɑ,0.889,0.310,0.271,2.138,Positive
occupations,animator,it,hu,animatˈore,ˈɑnimaːtor,0.889,0.310,0.271,2.138,Positive
occupations,oboist,da,el,ʔobˌʔoˈist,ˌoboɪstˈis,0.750,0.254,0.232,2.138,Positive
occupations,falconer,da,el,fˌalkonˈeɐ̯,(en)fˈalkənə(el),0.750,0.254,0.232,2.138,Positive
food,quinoa,PT-PT,da,kˌinˈoɐ,kˈʔuʔinˌʔoa,0.833,0.293,0.253,2.138,Positive
food,salad,PT-PT,da,sˌɐlˈadɐ,salˈad,0.833,0.293,0.253,2.138,Positive
food,banana,PT-PT,da,bɐnˈɐ̃nɐ,banˈan,0.833,0.293,0.253,2.138,Positive
food,cinnamon,PT-PT,da,kɐnˈɛlɐ,kanˈel,0.833,0.293,0.253,2.138,Positive
food,pickle,PT-PT,da,pˈiklɨʃ,pˈʔikləs,0.833,0.293,0.253,2.138,Positive
food,fritter,PT-PT,da,fɹitˈaɹ,fʁˈʔitʔʌ,0.833,0.293,0.253,2.138,Positive
food,wasabi,PT-PT,da,wˌɐzɐbˈi,wˈasabˌʔi,0.833,0.293,0.253,2.138,Positive
food,durian,PT-PT,da,dˌuɾiˈɐ̃ʊ̃,dˈʔuʁʔiˌan,0.833,0.293,0.253,2.138,Positive
food,caviar,PT-PT,da,kˌɐviˈaɹ,kˈaʋʔiˌɑ,0.833,0.293,0.253,2.138,Positive
food,chutney,PT-PT,da,ʃutnˈeɪ,ʃˈʔutnʔi,0.833,0.293,0.253,2.138,Positive
food,burrito,PT-PT,da,bˌuʁˈitʊ,bˈʔuʁʔitˌʔo,0.833,0.293,0.253,2.138,Positive
business,laptop,ro,da,laptˈop,(en)lˈaptɒp(da),0.833,0.286,0.256,2.137,Positive
business,currency,ro,da,valˈutə,ʋalˈʔuta,0.833,0.286,0.256,2.137,Positive
cooking,season,cs,el,sˈezoːna,sezˈon,0.833,0.288,0.255,2.137,Positive
cooking,gratin,cs,el,ɡrˈatin,ɡratˈen,0.833,0.288,0.255,2.137,Positive
cooking,sliver,cs,el,slˈiver,(en)slˈɪvə(el),0.833,0.288,0.255,2.137,Positive
driving,gratin,cs,el,ɡrˈatin,ɡratˈen,0.833,0.288,0.255,2.137,Positive
cooking,filter,cs,el,fˈiltr̩,fˈiltro,0.833,0.288,0.255,2.137,Positive
driving,filter,cs,el,fˈiltr̩,fˈiltro,0.833,0.288,0.255,2.137,Positive
driving,flambe,cs,el,flˈambe,(en)flˈamb(el),0.833,0.288,0.255,2.137,Positive
driving,season,cs,el,sˈezoːna,sezˈon,0.833,0.288,0.255,2.137,Positive
cooking,flambe,cs,el,flˈambe,(en)flˈamb(el),0.833,0.288,0.255,2.137,Positive
driving,sliver,cs,el,slˈiver,(en)slˈɪvə(el),0.833,0.288,0.255,2.137,Positive
shapes,heart,PT-PT,ro,kˌuɾɐsˈɐ̃ʊ̃,ˈinimˌa,0.143,0.618,0.222,-2.137,Negative
school,test,it,ro,tˈɛst,tˈest,1.000,0.410,0.276,2.137,Positive
furniture,buffet,es,pl,buffˈet,bˈufɛt,0.833,0.274,0.262,2.137,Positive
furniture,tuffet,es,pl,tuffˈet,tˈufɛt,0.833,0.274,0.262,2.137,Positive
plants,nectar,de,PT-PT,nɛktˈɑːɾ,nˈɛtɐɹ,0.833,0.289,0.255,2.137,Positive
plants,pollen,de,PT-PT,pˈɔlən,pˈɔleɪŋ,0.833,0.289,0.255,2.137,Positive
