topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
plants,lanceolate leaf,lanceolate leaf,lanzettliches blatt,,,,hoja lanceolada,folha lanceolada,,,,,,,
plants,lateral bud,lateral bud,seitenknospe,,,,yema lateral,gema lateral,,,,,,,
plants,lead scar,lead scar,bleinarbe,,,,cicatriz de plomo,cicatriz de chumbo,,,,,,,
plants,leaf,leaf,blatt,,,,hoja,folha,,,,,,,
plants,leaflet,leaflet,flugblatt,,,,folleto,folheto,,,,,,,
plants,legume,legume,hülsenfrüchte,,,,legumbres,leguminosa,,,,,,,
plants,lily,lily,lilie,,,,lirio,lírio,,,,,,,
plants,lobed,lobed,gelappt,,,,lobulado,lobado,,,,,,,
plants,margin,margin,marge,,,,margen,margem,,,,,,,
plants,meristem,meristem,meristem,,,,meristemo,meristema,,,,,,,
plants,midrib,midrib,mittelrippe,,,,nervio central,nervura central,,,,,,,
plants,monocot,monocot,monokotyledonen,,,,monocotiledónea,monocotiledóneas,,,,,,,
plants,moss,moss,moos,,,,musgo,musgo,,,,,,,
plants,nectar,nectar,nektar,,,,néctar,néctar,,,,,,,
plants,needle,needle,nadel,,,,aguja,agulha,,,,,,,
plants,netted,netted,netz,,,,red,compensado,,,,,,,
plants,node,node,knoten,,,,nodo,nó,,,,,,,
plants,nut,nut,nuss,,,,tuerca,noz,,,,,,,
plants,opposite leaves,opposite leaves,gegenüberliegende blätter,,,,hojas opuestas,folhas opostas,,,,,,,
plants,ovary,ovary,eierstock,,,,ovario,ovário,,,,,,,
plants,palm,palm,palme,,,,palma,palma,,,,,,,
plants,palmate,palmate,handfläche,,,,palmeado,palmato,,,,,,,
plants,parted leaf,parted leaf,geteiltes blatt,,,,hoja partida,folha dividida,,,,,,,
plants,peduncle,peduncle,stiel,,,,pedúnculo,pedúnculo,,,,,,,
plants,perennial,perennial,mehrjährig,,,,perenne,perene,,,,,,,
plants,perfect flower,perfect flower,perfekte blume,,,,flor perfecta,flor perfeita,,,,,,,
plants,petal,petal,blütenblatt,,,,pétalo,pétala,,,,,,,
plants,petiole,petiole,blattstiel,,,,peciolo,pecíolo,,,,,,,
plants,petrified wood,petrified wood,versteinertes holz,,,,madera petrificada,madeira petrificada,,,,,,,
plants,phloem,phloem,phloem,,,,floema,floema,,,,,,,
plants,photosynthesis,photosynthesis,photosynthese,,,,fotosíntesis,fotossíntese,,,,,,,
plants,pinnate,pinnate,gefiedert,,,,pinnadas,pinado,,,,,,,
plants,pistil,pistil,stempel,,,,pistilo,pistilo,,,,,,,
plants,pith,pith,prägung,,,,médula,medula,,,,,,,
plants,plumule,plumule,plumule,,,,plúmula,plúmula,,,,,,,
plants,poison ivy,poison ivy,giftefeu,,,,hiedra venenosa,hera venenosa,,,,,,,
plants,pollen,pollen,pollen,,,,polen,pólen,,,,,,,
plants,pollinate,pollinate,bestäuben,,,,polinizar,polinizar,,,,,,,
plants,prickle,prickle,stachel,,,,pinchar,espinhoso,,,,,,,
plants,pulse,pulse,puls,,,,pulso,pulsação,,,,,,,
plants,rachis,rachis,rachis,,,,rachis,rachis,,,,,,,
plants,rain forest,rain forest,regenwald,,,,selva tropical,floresta tropical,,,,,,,
plants,reniform,reniform,reniform,,,,reniforme,reniforme,,,,,,,
plants,resin,resin,harz,,,,resina,resina,,,,,,,
plants,reticulate,reticulate,netzartig,,,,reticulado,reticular,,,,,,,
plants,rings,rings,ringe,,,,anillos,anéis,,,,,,,
plants,root,root,wurzel,,,,raíz,raiz,,,,,,,
plants,root cap,root cap,wurzelkappe,,,,tapa raíz,tampa da raiz,,,,,,,
plants,root hairs,root hairs,wurzelhaare,,,,pelos radiculares,pêlos radiculares,,,,,,,
plants,root tip,root tip,wurzelspitze,,,,punta raíz,ponta da raiz,,,,,,,
plants,rootstock,rootstock,unterlage,,,,portainjertos,porta-enxerto,,,,,,,
plants,sage brush,sage brush,salbeibesen,,,,cepillo de salvia,pincel de salva,,,,,,,
plants,sap,sap,sap,,,,savia,seiva,,,,,,,
plants,sapling,sapling,bäumchen,,,,arbolito,rebento,,,,,,,
plants,sea weed,sea weed,seegras,,,,algas marinas,erva marinha,,,,,,,
plants,seed,seed,samen,,,,semilla,semente,,,,,,,
plants,seed pod,seed pod,samenkapsel,,,,vaina,cápsula de sementes,,,,,,,
plants,seedling,seedling,sämling,,,,semillero,muda,,,,,,,
plants,sepal,sepal,kelchblatt,,,,sépalo,sépala,,,,,,,
plants,serrate leaf,serrate leaf,gezacktes blatt,,,,hoja dentada,folha serrilhada,,,,,,,
plants,shamrock,shamrock,kleeblatt,,,,trébol,trevo,,,,,,,
plants,shoot,shoot,schießen,,,,dispara,filmar,,,,,,,
plants,shrub,shrub,strauch,,,,arbusto,arbusto,,,,,,,
plants,simple leaf,simple leaf,einfaches blatt,,,,hoja simple,folha simples,,,,,,,
plants,soil,soil,boden,,,,suelo,solo,,,,,,,
plants,spine,spine,wirbelsäule,,,,columna vertebral,coluna vertebral,,,,,,,
plants,spore,spore,sporen,,,,espora,esporo,,,,,,,
plants,sprout,sprout,sprossen,,,,brote,brotar,,,,,,,
plants,stalk,stalk,stiel,,,,tallo,talo,,,,,,,
plants,stamen,stamen,staubgefäße,,,,estambre,estame,,,,,,,
plants,stand,stand,stand,,,,stand,suporte,,,,,,,
plants,stem,stem,stamm,,,,tallo,caule,,,,,,,
plants,stigma,stigma,stigma,,,,estigma,estigma,,,,,,,
plants,stipule,stipule,stipule,,,,estipule,estipulação,,,,,,,
plants,stoma,stoma,stoma,,,,estoma,estoma,,,,,,,
plants,style,style,stil,,,,estilo,estilo,,,,,,,
plants,succulents,succulents,sukkulenten,,,,suculentas,suculentas,,,,,,,
plants,sunlight,sunlight,sonnenlicht,,,,luz solar,luz solar,,,,,,,
plants,tap root,tap root,pfahlwurzel,,,,raíz pivotante,raiz axial,,,,,,,
plants,terminal bud,terminal bud,endknospe,,,,yema terminal,botão terminal,,,,,,,
plants,thorn,thorn,dornen,,,,espina,espinho,,,,,,,
plants,toothed,toothed,gezahnt,,,,dentado,dentado,,,,,,,
plants,tree,tree,baum,,,,árbol,árvore,,,,,,,
plants,tree fern,tree fern,baumfarn,,,,helecho arborescente,feto arbóreo,,,,,,,
plants,trunk,trunk,kofferraum,,,,maletero,tronco,,,,,,,
plants,tuber,tuber,knolle,,,,tubérculo,tubérculo,,,,,,,
plants,tumbleweeds,tumbleweeds,tumbleweeds,,,,plantas rodadoras,ervas daninhas,,,,,,,
plants,twig,twig,zweig,,,,ramita,galho,,,,,,,
plants,understory,understory,unterwuchs,,,,sotobosque,sub-bosque,,,,,,,
plants,undulate leaf margin,undulate leaf margin,gewellter blattrand,,,,margen foliar ondulado,margem foliar ondulada,,,,,,,
plants,vascular plant,vascular plant,gefäßpflanze,,,,planta vascular,planta vascular,,,,,,,
plants,vegetable,vegetable,gemüse,,,,verduras,vegetal,,,,,,,
plants,vegetation,vegetation,vegetation,,,,vegetación,vegetação,,,,,,,
plants,vein,vein,venen,,,,vena,veia,,,,,,,
plants,venation,venation,venation,,,,venación,venação,,,,,,,
plants,vine,vine,weinstock,,,,vid,videira,,,,,,,
plants,weed,weed,unkraut,,,,malas hierbas,erva daninha,,,,,,,
plants,whorled,whorled,wirbelsturm,,,,en espiral,espiralado,,,,,,,
plants,wood,wood,holz,,,,madera,madeira,,,,,,,
plants,woody,woody,woody,,,,woody,lenhoso,,,,,,,
plants,xerophyte,xerophyte,xerophyt,,,,xerófito,xerófito,,,,,,,
plants,xylem,xylem,xylem,,,,xilema,xilema,,,,,,,
plants,yucca,yucca,yucca,,,,yuca,mandioca,,,,,,,
restaurant,ambience,ambience,ambiente,,,,ambiente,ambiente,,,,,,,
restaurant,appetizer,appetizer,vorspeise,,,,aperitivo,aperitivo,,,,,,,
restaurant,apron,apron,schürze,,,,delantal,avental,,,,,,,
restaurant,bartender,bartender,barkeeper,,,,camarero,empregado de bar,,,,,,,
restaurant,beef,beef,rindfleisch,,,,ternera,carne de vaca,,,,,,,
restaurant,beverage,beverage,getränk,,,,bebida,bebida,,,,,,,
restaurant,bill,bill,rechnung,,,,bill,fatura,,,,,,,
restaurant,bistro,bistro,bistro,,,,bistro,bistrô,,,,,,,
restaurant,boiled,boiled,gekocht,,,,hervido,cozido,,,,,,,
restaurant,bon apptit,bon apptit,guten appetit,,,,buen provecho,bom apetite,,,,,,,
restaurant,bowl,bowl,schale,,,,cuenco,tigela,,,,,,,
restaurant,braised,braised,geschmort,,,,estofado,refogado,,,,,,,
restaurant,bread,bread,brot,,,,pan,pão,,,,,,,
restaurant,breakfast,breakfast,frühstück,,,,desayuno,pequeno-almoço,,,,,,,
restaurant,brunch,brunch,brunch,,,,brunch,brunch,,,,,,,
restaurant,butter,butter,butter,,,,mantequilla,manteiga,,,,,,,
restaurant,cafe,cafe,cafe,,,,café,café,,,,,,,
restaurant,cafeteria,cafeteria,cafeteria,,,,cafetería,cafetaria,,,,,,,
restaurant,cake,cake,kuchen,,,,tarta,bolo,,,,,,,
restaurant,candle,candle,kerze,,,,vela,vela,,,,,,,
restaurant,cashier,cashier,kassierer,,,,cajero,caixa,,,,,,,
restaurant,centerpiece,centerpiece,herzstück,,,,centro de mesa,centro de mesa,,,,,,,
restaurant,chair,chair,stuhl,,,,silla,cadeira,,,,,,,
restaurant,charge,charge,gebühr,,,,carga,carga,,,,,,,
restaurant,chef,chef,chefkoch,,,,chef,cozinheiro,,,,,,,
restaurant,chicken,chicken,huhn,,,,pollo,galinha,,,,,,,
restaurant,coffee,coffee,kaffee,,,,café,café,,,,,,,
restaurant,cola,cola,cola,,,,cola,cola,,,,,,,
restaurant,cold,cold,kalt,,,,frío,frio,,,,,,,
restaurant,condiments,condiments,gewürze,,,,condimentos,condimentos,,,,,,,
restaurant,cook,cook,kochen,,,,cocinero,cozinheiro,,,,,,,
restaurant,cooked,cooked,gekocht,,,,cocido,cozinhado,,,,,,,
restaurant,course,course,kurs,,,,curso,curso,,,,,,,
restaurant,cream,cream,creme,,,,crema,creme,,,,,,,
restaurant,credit card,credit card,kreditkarte,,,,tarjeta de crédito,cartão de crédito,,,,,,,
restaurant,cutlery,cutlery,besteck,,,,cubiertos,talheres,,,,,,,
restaurant,deli,deli,delikatessengeschäft,,,,charcutería,charcutaria,,,,,,,
restaurant,delicatessen,delicatessen,delikatessen,,,,delicatessen,charcutaria,,,,,,,
restaurant,delicious,delicious,lecker,,,,delicioso,delicioso,,,,,,,
restaurant,dessert,dessert,nachspeise,,,,postre,sobremesa,,,,,,,
restaurant,dine,dine,speisen,,,,cene en,jantar,,,,,,,
restaurant,diner,diner,diner,,,,comedor,restaurante,,,,,,,
restaurant,dining,dining,essen,,,,comedor,jantar,,,,,,,
restaurant,dinner,dinner,abendessen,,,,cena,jantar,,,,,,,
restaurant,dish,dish,gericht,,,,plato,prato,,,,,,,
restaurant,dishwasher,dishwasher,geschirrspüler,,,,lavavajillas,máquina de lavar louça,,,,,,,
restaurant,doggie bag,doggie bag,doggie bag,,,,bolsa para perros,saco para cães,,,,,,,
restaurant,dressing,dressing,abrichten,,,,aderezo,curativo,,,,,,,
restaurant,eat,eat,essen,,,,come,comer,,,,,,,
restaurant,eatery,eatery,gaststätte,,,,restaurante,restaurante,,,,,,,
restaurant,eggs,eggs,eier,,,,huevos,ovos,,,,,,,
restaurant,entre,entre,entre,,,,entre,entre,,,,,,,
restaurant,espresso,espresso,espresso,,,,espresso,café expresso,,,,,,,
restaurant,executive chef,executive chef,chefkoch,,,,chef ejecutivo,chefe executivo,,,,,,,
restaurant,fish,fish,fisch,,,,pescado,peixe,,,,,,,
restaurant,food,food,lebensmittel,,,,alimentos,alimentos,,,,,,,
restaurant,fork,fork,gabel,,,,horquilla,garfo,,,,,,,
restaurant,french fries,french fries,pommes frites,,,,patatas fritas,batatas fritas,,,,,,,
restaurant,fries,fries,pommes frites,,,,patatas fritas,batatas fritas,,,,,,,
restaurant,fruit,fruit,obst,,,,fruta,fruta,,,,,,,
restaurant,glass,glass,glas,,,,vidrio,vidro,,,,,,,
restaurant,gourmand,gourmand,gourmand,,,,gourmand,gourmand,,,,,,,
restaurant,gourmet,gourmet,gourmet,,,,gourmet,gourmet,,,,,,,
restaurant,grilled,grilled,gegrillt,,,,a la parrilla,grelhado,,,,,,,
restaurant,hamburger,hamburger,hamburger,,,,hamburguesa,hambúrguer,,,,,,,
restaurant,head waiter,head waiter,oberkellner,,,,jefe de camareros,chefe de mesa,,,,,,,
restaurant,high tea,high tea,hoher tee,,,,té fuerte,chá da tarde,,,,,,,
restaurant,hors doeuvre,hors doeuvre,hors doeuvre,,,,entre bastidores,hors doeuvre,,,,,,,
restaurant,hostess,hostess,gastgeberin,,,,azafata,anfitriã,,,,,,,
restaurant,hot,hot,heiß,,,,caliente,quente,,,,,,,
restaurant,ice,ice,eis,,,,hielo,gelo,,,,,,,
restaurant,ice cubes,ice cubes,eiswürfel,,,,cubitos de hielo,cubos de gelo,,,,,,,
restaurant,iced,iced,eisgekühlt,,,,helado,gelado,,,,,,,
restaurant,ingredients,ingredients,inhaltsstoffe,,,,ingredientes,ingredientes,,,,,,,
restaurant,jacket potato,jacket potato,folienkartoffel,,,,patata asada,batata de casaco,,,,,,,
restaurant,jam,jam,marmelade,,,,mermelada,compota,,,,,,,
restaurant,juicer,juicer,entsafter,,,,exprimidor,espremedor,,,,,,,
restaurant,ketchup,ketchup,ketchup,,,,ketchup,ketchup,,,,,,,
restaurant,kiosk,kiosk,kiosk,,,,quiosco,quiosque,,,,,,,
restaurant,kitchen,kitchen,küche,,,,cocina,cozinha,,,,,,,
restaurant,kitchenette,kitchenette,küchenzeile,,,,cocina americana,kitchenette,,,,,,,
restaurant,knife,knife,messer,,,,cuchillo,faca,,,,,,,
restaurant,la carte,la carte,à la carte,,,,a la carta,à la carte,,,,,,,
restaurant,la mode,la mode,la mode,,,,la mode,a moda,,,,,,,
restaurant,line cook,line cook,linienkoch,,,,cocinero de línea,cozinheiro de linha,,,,,,,
restaurant,lounge,lounge,lounge,,,,salón,sala de estar,,,,,,,
restaurant,lunch,lunch,mittagessen,,,,almuerzo,almoço,,,,,,,
restaurant,main course,main course,hauptgang,,,,plato principal,prato principal,,,,,,,
restaurant,maitre d,maitre d,oberkellner,,,,maître,chefe de mesa,,,,,,,
restaurant,manager,manager,manager,,,,director,gestor,,,,,,,
restaurant,meal,meal,mahlzeit,,,,comida,refeição,,,,,,,
restaurant,meat,meat,fleisch,,,,carne,carne,,,,,,,
restaurant,medium,medium,mittel,,,,medio,médio,,,,,,,
restaurant,menu,menu,menü,,,,menú,menu,,,,,,,
restaurant,milk,milk,milch,,,,leche,leite,,,,,,,
restaurant,mug,mug,becher,,,,taza,caneca,,,,,,,
restaurant,mustard,mustard,senf,,,,mostaza,mostarda,,,,,,,
restaurant,napkin,napkin,serviette,,,,servilleta,guardanapo,,,,,,,
restaurant,nonstick pan,nonstick pan,antihaft-pfanne,,,,sartén antiadherente,frigideira antiaderente,,,,,,,
restaurant,noodles,noodles,nudeln,,,,fideos,macarrão,,,,,,,
restaurant,nutritional info,nutritional info,nährwertangaben,,,,información nutricional,informação nutricional,,,,,,,
restaurant,open kitchen,open kitchen,offene küche,,,,cocina abierta,cozinha aberta,,,,,,,
restaurant,order,order,bestellung,,,,pedir,ordem,,,,,,,
restaurant,outdoor seating,outdoor seating,außenbestuhlung,,,,asientos al aire libre,lugares ao ar livre,,,,,,,
restaurant,party,party,partei,,,,fiesta,festa,,,,,,,
restaurant,pasta,pasta,nudeln,,,,pasta,massa,,,,,,,
restaurant,pepper,pepper,pfeffer,,,,pimienta,pimenta,,,,,,,
restaurant,plate,plate,platte,,,,placa,placa,,,,,,,
restaurant,platter,platter,teller,,,,plato,travessa,,,,,,,
restaurant,pop,pop,pop,,,,pop,pop,,,,,,,
restaurant,queue,queue,warteschlange,,,,cola,fila,,,,,,,
restaurant,quiche,quiche,quiche,,,,quiche,quiche,,,,,,,
restaurant,quickservice,quickservice,schnellservice,,,,servicio rápido,serviço rápido,,,,,,,
restaurant,rare,rare,selten,,,,raro,raro,,,,,,,
restaurant,receipt,receipt,beleg,,,,recibo,recibo,,,,,,,
restaurant,reservation,reservation,reservierung,,,,reserva,reserva,,,,,,,
restaurant,restaurant,restaurant,restaurant,,,,restaurante,restaurante,,,,,,,
restaurant,restaurateur,restaurateur,gastronomin,,,,restaurador,restaurador,,,,,,,
restaurant,roasted,roasted,gebraten,,,,asado,torrado,,,,,,,
restaurant,rotisserie,rotisserie,rotisserie,,,,asador,assador,,,,,,,
restaurant,salad,salad,salat,,,,ensalada,salada,,,,,,,
restaurant,salt,salt,salz,,,,sal,sal,,,,,,,
restaurant,sandwich,sandwich,sandwich,,,,sándwich,sanduíche,,,,,,,
restaurant,sauce,sauce,sauce,,,,salsa,molho,,,,,,,
restaurant,saucer,saucer,untertasse,,,,platillo,pires,,,,,,,
restaurant,seafood,seafood,meeresfrüchte,,,,marisco,frutos do mar,,,,,,,
restaurant,seared,seared,gebraten,,,,chamuscado,tostado,,,,,,,
restaurant,server,server,server,,,,servidor,servidor,,,,,,,
restaurant,side order,side order,nebenauftrag,,,,pedido aparte,ordem lateral,,,,,,,
restaurant,silverware,silverware,tafelsilber,,,,cubiertos,talheres,,,,,,,
restaurant,soda,soda,soda,,,,soda,refrigerante,,,,,,,
restaurant,sommelier,sommelier,sommelier,,,,sumiller,sommelier,,,,,,,
restaurant,soup,soup,suppe,,,,sopa,sopa,,,,,,,
restaurant,sous chef,sous chef,sous-chef,,,,ayudante de chef,subchefe,,,,,,,
restaurant,special,special,spezial,,,,especial,especial,,,,,,,
restaurant,spices,spices,gewürze,,,,especias,especiarias,,,,,,,
restaurant,spicy,spicy,würzig,,,,picante,picante,,,,,,,
restaurant,spill,spill,auslaufen,,,,vertido,derrame,,,,,,,
restaurant,spoon,spoon,löffel,,,,cuchara,colher,,,,,,,
restaurant,starters,starters,vorspeisen,,,,arrancadores,iniciantes,,,,,,,
restaurant,steak,steak,steak,,,,filete,bife,,,,,,,
restaurant,sugar,sugar,zucker,,,,azúcar,açúcar,,,,,,,
restaurant,supper,supper,abendbrot,,,,cena,ceia,,,,,,,
restaurant,table,table,tabelle,,,,tabla,tabela,,,,,,,
restaurant,tablecloth,tablecloth,tischtuch,,,,mantel,toalha de mesa,,,,,,,
restaurant,take away,take away,wegbringen,,,,quitar,retirar,,,,,,,
restaurant,tasty,tasty,lecker,,,,sabroso,saboroso,,,,,,,
restaurant,tax,tax,steuer,,,,fiscal,fiscal,,,,,,,
restaurant,tea,tea,tee,,,,té,chá,,,,,,,
restaurant,tip,tip,tipp,,,,consejo,ponta,,,,,,,
restaurant,to go,to go,zum mitnehmen,,,,ir,para ir,,,,,,,
restaurant,toast,toast,toast,,,,tostadas,torrada,,,,,,,
restaurant,tomato,tomato,tomate,,,,tomate,tomate,,,,,,,
restaurant,uniform,uniform,einheitlich,,,,uniforme,uniforme,,,,,,,
restaurant,utensils,utensils,utensilien,,,,utensilios,utensílios,,,,,,,
restaurant,valet service,valet service,parkservice,,,,servicio de aparcacoches,serviço de manobrista,,,,,,,
restaurant,vegan menu,vegan menu,vegane speisekarte,,,,menú vegano,menu vegan,,,,,,,
restaurant,vegetables,vegetables,gemüse,,,,verduras,vegetais,,,,,,,
restaurant,vegetarian menu,vegetarian menu,vegetarisches menü,,,,menú vegetariano,menu vegetariano,,,,,,,
restaurant,vinaigrette,vinaigrette,vinaigrette,,,,vinagreta,vinagrete,,,,,,,
restaurant,waiter,waiter,kellner,,,,camarero,empregado de mesa,,,,,,,
restaurant,waitress,waitress,kellnerin,,,,camarera,empregada de mesa,,,,,,,
restaurant,water,water,wasser,,,,agua,água,,,,,,,
restaurant,welldone,welldone,gut gemacht,,,,bien hecho,bem feito,,,,,,,
restaurant,wine,wine,wein,,,,vino,vinho,,,,,,,
restaurant,yelp review,yelp review,yelp-bewertung,,,,reseña de yelp,avaliação do yelp,,,,,,,
restaurant,zester,zester,zester,,,,rallador,raspador,,,,,,,
school,answer,answer,antwort,,,,responder,resposta,,,,,,,
school,arithmetic,arithmetic,arithmetik,,,,aritmética,aritmética,,,,,,,
school,assignment,assignment,auftrag,,,,asignación,atribuição,,,,,,,
school,atlas,atlas,atlas,,,,atlas,atlas,,,,,,,
school,backpack,backpack,rucksack,,,,mochila,mochila,,,,,,,
school,ballpoint pen,ballpoint pen,kugelschreiber,,,,bolígrafo,esferográfica,,,,,,,
school,binder,binder,bindemittel,,,,carpeta,fichário,,,,,,,
school,blackboard,blackboard,schultafel,,,,pizarra,quadro negro,,,,,,,
school,book,book,buch,,,,libro,livro,,,,,,,
school,bookcase,bookcase,bücherregal,,,,librería,estante,,,,,,,
school,bookmark,bookmark,lesezeichen,,,,marcador,marcador,,,,,,,
school,calculator,calculator,rechner,,,,calculadora,calculadora,,,,,,,
school,calendar,calendar,kalender,,,,calendario,calendário,,,,,,,
school,chalk,chalk,kreide,,,,tiza,giz,,,,,,,
school,chalk board,chalk board,kreidetafel,,,,pizarra de tiza,quadro de giz,,,,,,,
school,class clown,class clown,klassenclown,,,,payaso de la clase,palhaço de classe,,,,,,,
school,classroom,classroom,klassenzimmer,,,,aula,sala de aula,,,,,,,
school,clip board,clip board,klemmbrett,,,,tablero con sujetapapeles,prancheta,,,,,,,
school,colored pencils,colored pencils,buntstifte,,,,lápices de colores,lápis de cor,,,,,,,
school,compass,compass,kompass,,,,brújula,bússola,,,,,,,
school,composition book,composition book,kompositionsbuch,,,,libro de composición,caderno de composição,,,,,,,
school,computer,computer,computer,,,,ordenador,computador,,,,,,,
school,construction paper,construction paper,bastelpapier,,,,papel de construcción,papel de construção,,,,,,,
school,crayons,crayons,buntstifte,,,,lápices de colores,lápis de cera,,,,,,,
school,desk,desk,schreibtisch,,,,escritorio,secretária,,,,,,,
school,dictionary,dictionary,wörterbuch,,,,diccionario,dicionário,,,,,,,
school,dividers,dividers,teiler,,,,separadores,separadores,,,,,,,
school,dryerase board,dryerase board,trocknungskarton,,,,tablero de secado,placa de secagem,,,,,,,
school,easel,easel,staffelei,,,,caballete,cavalete,,,,,,,
school,encyclopedia,encyclopedia,enzyklopädie,,,,enciclopedia,enciclopédia,,,,,,,
school,english,english,englisch,,,,inglés,inglês,,,,,,,
school,eraser,eraser,radiergummi,,,,borrador,borracha,,,,,,,
school,exam,exam,prüfung,,,,examen,exame,,,,,,,
school,examination,examination,prüfung,,,,examen,exame,,,,,,,
school,experiment,experiment,experiment,,,,experimento,experiência,,,,,,,
school,file folder,file folder,dateiordner,,,,carpeta de archivos,pasta de ficheiros,,,,,,,
school,flash cards,flash cards,lernkarten,,,,tarjetas,cartões de memória,,,,,,,
school,folder,folder,ordner,,,,carpeta,pasta,,,,,,,
school,gel pen,gel pen,gelschreiber,,,,bolígrafo de gel,caneta de gel,,,,,,,
school,geography,geography,geographie,,,,geografía,geografia,,,,,,,
school,globe,globe,weltkugel,,,,globo,globo,,,,,,,
school,glossary,glossary,glossar,,,,glosario,glossário,,,,,,,
school,glue,glue,klebstoff,,,,pegamento,cola,,,,,,,
school,glue stick,glue stick,klebestift,,,,pegamento en barra,cola em bastão,,,,,,,
school,grades,grades,noten,,,,grados,notas,,,,,,,
school,gym,gym,fitnessstudio,,,,gimnasio,ginásio,,,,,,,
school,highlighter,highlighter,textmarker,,,,resaltador,marcador,,,,,,,
school,history,history,geschichte,,,,historia,história,,,,,,,
school,hole punch,hole punch,locher,,,,perforadora,furador,,,,,,,
school,homework,homework,hausaufgaben,,,,deberes,trabalhos de casa,,,,,,,
school,ink,ink,tinte,,,,tinta,tinta,,,,,,,
school,intelligent,intelligent,intelligent,,,,inteligente,inteligente,,,,,,,
school,keyboard,keyboard,tastatur,,,,teclado,teclado,,,,,,,
school,language,language,sprache,,,,idioma,língua,,,,,,,
school,laptop,laptop,laptop,,,,ordenador portátil,portátil,,,,,,,
school,learn,learn,lernen,,,,aprender,aprender,,,,,,,
school,lesson,lesson,lektion,,,,lección,lição,,,,,,,
school,library,library,bibliothek,,,,biblioteca,biblioteca,,,,,,,
school,looseleaf paper,looseleaf paper,loseblattwerk,,,,papel looseleaf,papel de folha solta,,,,,,,
school,lunch,lunch,mittagessen,,,,almuerzo,almoço,,,,,,,
school,lunch box,lunch box,brotdose,,,,fiambrera,lancheira,,,,,,,
school,map,map,karte,,,,mapa,mapa,,,,,,,
school,markers,markers,markierungen,,,,marcadores,marcadores,,,,,,,
school,math,math,mathe,,,,matemáticas,matemática,,,,,,,
school,mathematics,mathematics,mathematik,,,,matemáticas,matemática,,,,,,,
school,mechanical pencil,mechanical pencil,druckbleistift,,,,portaminas,lapiseira,,,,,,,
school,memo pad,memo pad,notizblock,,,,bloc de notas,bloco de notas,,,,,,,
school,memorize,memorize,merken sie sich,,,,memorizar,memorizar,,,,,,,
school,mortar board,mortar board,mörtelbrett,,,,placa de mortero,placa de argamassa,,,,,,,
school,notebook,notebook,notizbuch,,,,cuaderno,caderno,,,,,,,
school,pad of paper,pad of paper,papierblock,,,,bloc de papel,bloco de papel,,,,,,,
school,paper,paper,papier,,,,papel,papel,,,,,,,
school,paper clip,paper clip,büroklammer,,,,sujetapapeles,clipe de papel,,,,,,,
school,paper punch,paper punch,papierlocher,,,,perforadora de papel,perfurador de papel,,,,,,,
school,paste,paste,einfügen,,,,pegar,pasta,,,,,,,
school,pen,pen,stift,,,,bolígrafo,caneta,,,,,,,
school,pencil,pencil,bleistift,,,,lápiz,lápis,,,,,,,
school,pencil pouch,pencil pouch,stifteetui,,,,estuche para lápices,bolsa para lápis,,,,,,,
school,pencil sharpener,pencil sharpener,bleistiftanspitzer,,,,sacapuntas,afia-lápis,,,,,,,
school,physical education,physical education,leibeserziehung,,,,educación física,educação física,,,,,,,
school,portfolio,portfolio,portfolio,,,,cartera,carteira,,,,,,,
school,poster paint,poster paint,plakatfarbe,,,,pintura para carteles,tinta para cartazes,,,,,,,
school,principal,principal,auftraggeber,,,,principal,principal,,,,,,,
school,printer,printer,drucker,,,,impresora,impressora,,,,,,,
school,project,project,projekt,,,,proyecto,projeto,,,,,,,
school,protractor,protractor,winkelmesser,,,,transportador,transferidor,,,,,,,
school,pupil,pupil,schülerin,,,,alumno,aluno,,,,,,,
school,push pin,push pin,druckstift,,,,pasador de empuje,pino de pressão,,,,,,,
school,question,question,frage,,,,pregunta,questão,,,,,,,
school,quiz,quiz,quiz,,,,concurso,questionário,,,,,,,
school,reading,reading,lesen,,,,lectura,leitura,,,,,,,
school,recess,recess,aussparung,,,,receso,recesso,,,,,,,
school,rubber bands,rubber bands,gummibänder,,,,gomas elásticas,elásticos,,,,,,,
school,ruler,ruler,lineal,,,,regla,régua,,,,,,,
school,science,science,wissenschaft,,,,ciencia,ciência,,,,,,,
school,scissors,scissors,schere,,,,tijeras,tesoura,,,,,,,
school,sharpener,sharpener,anspitzer,,,,afilador,afiador,,,,,,,
school,smart,smart,smart,,,,inteligente,inteligente,,,,,,,
school,spiral notebook,spiral notebook,spiralnotizbuch,,,,cuaderno espiral,bloco de notas em espiral,,,,,,,
school,staple remover,staple remover,heftklammerentferner,,,,quita grapas,removedor de agrafos,,,,,,,
school,stapler,stapler,hefter,,,,grapadora,agrafador,,,,,,,
school,student,student,studenten,,,,estudiante,estudante,,,,,,,
school,tape,tape,band,,,,cinta,fita,,,,,,,
school,teacher,teacher,lehrer,,,,profesor,professor,,,,,,,
school,test,test,test,,,,prueba,teste,,,,,,,
school,thesaurus,thesaurus,thesaurus,,,,tesauro,tesauro,,,,,,,
school,think,think,denken,,,,piense en,pensar,,,,,,,
school,thumb tack,thumb tack,daumennagel,,,,chincheta,tachinha,,,,,,,
